,Pais_x,Poblacion,total_gdp_million,ECI,año_x,Ecuador
887,Malaysia,23542517.0,92783.94737,0.2933027101,2001,1
888,Malaysia,22945150.0,93789.73684,0.0653361135,2000,1
889,Malaysia,27092604.0,193547.8241,0.7779605259,2007,1
890,Malaysia,24142445.0,100845.5263,0.4654227956,2002,1
891,Malaysia,27664296.0,230813.8977,0.8428423072,2008,1
892,Malaysia,33199993.0,337337.9327,1.0330139215,2020,1
893,Malaysia,32399271.0,358791.6037,1.0200445138,2018,1
894,Malaysia,28717731.0,255016.6092,0.8408526397,2010,1
895,Malaysia,29184133.0,297951.9608,0.942022582,2011,1
896,Malaysia,29660212.0,314443.1494,1.01378309,2012,1
897,Malaysia,30134807.0,323277.1589,1.0794309855,2013,1
898,Malaysia,30606459.0,338061.9634,1.025144011,2014,1
899,Malaysia,31068833.0,301354.7561,0.9594124039,2015,1
900,Malaysia,31526418.0,301255.454,1.0015040689,2016,1
901,Malaysia,31975806.0,319112.1756,1.0227221151,2017,1
902,Malaysia,28217204.0,202257.6252,0.8298329164,2009,1
903,Mexico,125085311.0,1269011.767,1.152926712,2019,1
904,Mexico,97873442.0,707906.7446,0.6004517121,2000,1
905,Mexico,99394288.0,756706.3006,0.6965996724,2001,1
906,Mexico,100917081.0,772106.3789,0.7456858851,2002,1
907,Mexico,102429341.0,729336.3197,0.8116060613,2003,1
908,Mexico,103945813.0,782240.602,0.8877874221,2004,1
909,Mexico,105442402.0,877476.2214,0.8727558653,2005,1
910,Mexico,106886790.0,975387.1317,0.8456598399,2006,1
911,Mexico,124013861.0,1222408.203,1.1639005776,2018,1
912,Mexico,108302973.0,1052696.282,0.8858551588,2007,1
913,Mexico,112532401.0,1057801.296,0.9977280279,2010,1
914,Mexico,114150481.0,1180489.602,1.0881532835,2011,1
915,Mexico,115755909.0,1201089.987,1.1023425888,2012,1
916,Mexico,117290686.0,1274443.085,1.1453421846,2013,1
917,Mexico,118755887.0,1315351.184,1.1225890598,2014,1
918,Mexico,120149897.0,1171867.608,1.1537136795,2015,1
919,Mexico,121519221.0,1078490.652,1.1878001284,2016,1
920,Mexico,122839258.0,1158913.036,1.1978019177,2017,1
921,Mexico,125998302.0,1090515.39,1.1522082214,2020,1
922,Mexico,109684489.0,1109989.064,0.9856180472,2008,1
923,Mexico,111049428.0,900045.3506,0.9787405432,2009,1
924,Morocco,35927511.0,127341.1747,-0.651641892,2018,0
925,Morocco,36688772.0,121348.1383,-0.4863927796,2020,0
926,Morocco,29301817.0,42236.83682,-0.8978307428,2002,0
927,Morocco,29661270.0,52064.05883,-0.931869173,2003,0
928,Morocco,30033125.0,59626.02016,-0.8200447599,2004,0
929,Morocco,30431902.0,62343.02265,-0.8738115175,2005,0
930,Morocco,30833022.0,68640.82548,-0.7750169616,2006,0
931,Morocco,31232633.0,79041.29487,-0.6798245902,2007,0
932,Morocco,31634992.0,92507.25778,-0.6593299699,2008,0
933,Morocco,32042877.0,92897.32038,-0.6407983091,2009,0
934,Morocco,32464865.0,93216.74666,-0.655484409,2010,0
935,Morocco,36304408.0,128919.9447,-0.5028678953,2019,0
936,Morocco,32903699.0,101370.4743,-0.6903712174,2011,0
937,Morocco,33352169.0,98266.30662,-0.6993028026,2012,0
938,Morocco,33803527.0,106825.6499,-0.7014079113,2013,0
939,Morocco,34248603.0,119131.3658,-0.6164436767,2014,0
940,Morocco,34680458.0,110414.3666,-0.7114322695,2015,0
941,Morocco,35107264.0,111572.674,-0.7333450142,2016,0
942,Morocco,35528115.0,118540.5489,-0.675844132,2017,0
943,Morocco,28930097.0,39459.58122,-0.8307618805,2001,0
944,Morocco,28554415.0,38857.25134,-0.7912643664,2000,0
945,Netherlands,15925513.0,417479.3374,1.2367278206,2000,0
946,Netherlands,16046180.0,431586.8524,1.3189422652,2001,0
947,Netherlands,16148929.0,473861.9801,1.3015241811,2002,0
948,Netherlands,16225302.0,580070.3607,1.3005870966,2003,0
949,Netherlands,16281779.0,658380.0815,1.2930579369,2004,0
950,Netherlands,16319868.0,685348.1815,1.2279072311,2005,0
951,Netherlands,16346101.0,733955.2699,1.2121272031,2006,0
952,Netherlands,16381696.0,848558.8875,1.2628379775,2007,0
953,Netherlands,16445593.0,951869.9979,1.2583227919,2008,0
954,Netherlands,17441500.0,909793.4667,1.1131681267,2020,0
955,Netherlands,16754962.0,838923.3199,1.2166558646,2012,0
956,Netherlands,16804432.0,877172.8245,1.2240863463,2013,0
957,Netherlands,16865008.0,892167.9867,1.1811390084,2014,0
958,Netherlands,16939923.0,765572.7706,1.1779695756,2015,0
959,Netherlands,17030314.0,784060.4302,1.1990084863,2016,0
960,Netherlands,17131296.0,833869.6417,1.1815545807,2017,0
961,Netherlands,17231624.0,914043.4382,1.1503910659,2018,0
962,Netherlands,17344874.0,910194.3476,1.1190216247,2019,0
963,Netherlands,16693074.0,905270.6263,1.2003493863,2011,0
964,Netherlands,16530388.0,871518.638,1.1623146702,2009,0
965,Netherlands,16615394.0,847380.859,1.176014349,2010,0
966,New Zealand,3857700.0,52623.28196,0.6356484421,2000,0
967,New Zealand,5090200.0,211734.5323,0.4459943229,2020,0
968,New Zealand,4900600.0,211953.111,0.37498473,2018,0
969,New Zealand,4813600.0,206623.7588,0.3688900346,2017,0
970,New Zealand,4714100.0,188838.3425,0.448636808,2016,0
971,New Zealand,4609400.0,178064.4711,0.5012069559,2015,0
972,New Zealand,4516500.0,201313.4972,0.5399216571,2014,0
973,New Zealand,4442100.0,190906.5751,0.5387109885,2013,0
974,New Zealand,4408100.0,176206.6597,0.4971105146,2012,0
975,New Zealand,4384000.0,168291.3571,0.4446267286,2011,0
976,New Zealand,4979200.0,213434.5714,0.4206173856,2019,0
977,New Zealand,4302600.0,121373.6023,0.4779146363,2009,0
978,New Zealand,4259800.0,133131.3699,0.5374620166,2008,0
979,New Zealand,4223800.0,137188.9469,0.5770165764,2007,0
980,New Zealand,4184600.0,111538.8107,0.5769509912,2006,0
981,New Zealand,4133900.0,114720.1296,0.572437992,2005,0
982,New Zealand,4087500.0,103905.2101,0.5430818535,2004,0
983,New Zealand,4027200.0,88250.88555,0.6200001651,2003,0
984,New Zealand,3948500.0,66627.72931,0.6701380474,2002,0
985,New Zealand,3880500.0,53872.42592,0.72047993,2001,0
986,New Zealand,4350700.0,146517.5412,0.4234840648,2010,0
987,Nigeria,170075932.0,463971.0004,-1.5985817445,2012,1
988,Nigeria,208327405.0,432198.936,-1.6669383483,2020,1
989,Nigeria,203304492.0,448120.0152,-1.6432779768,2019,1
990,Nigeria,198387623.0,421739.2102,-1.828962304,2018,1
991,Nigeria,193495907.0,375745.7323,-1.7498896893,2017,1
992,Nigeria,188666931.0,404649.0486,-1.3177893757,2016,1
993,Nigeria,183995785.0,493026.7824,-1.4580877158,2015,1
994,Nigeria,179379016.0,574183.8256,-1.378534964,2014,1
995,Nigeria,174726123.0,520117.1636,-1.3870764768,2013,1
996,Nigeria,165463745.0,414466.5408,-1.7551781808,2011,1
997,Nigeria,156595758.0,295008.7673,-1.6651083083,2009,1
998,Nigeria,122851984.0,69448.75693,-2.4408669196,2000,1
999,Nigeria,160952853.0,366990.5281,-1.7585817556,2010,1
1000,Nigeria,126152678.0,72797.28207,-2.3377016849,2001,1
1001,Nigeria,129583026.0,95054.09466,-1.6583995427,2002,1
1002,Nigeria,136756848.0,135764.7154,-1.6133484386,2004,1
1003,Nigeria,133119801.0,104738.9802,-1.4909189273,2003,1
1004,Nigeria,144329764.0,238454.9522,-1.8151453083,2006,1
1005,Nigeria,148294028.0,278260.8088,-1.8898152008,2007,1
1006,Nigeria,152382506.0,339476.2157,-1.7131458868,2008,1
1007,Nigeria,140490722.0,175670.5366,-1.9446646295,2005,1
1008,Norway,4490967.0,171247.1313,0.9570669496,2000,0
1009,Norway,5347896.0,404941.3636,0.6835448278,2019,0
1010,Norway,5311916.0,436999.6926,0.6998575244,2018,0
1011,Norway,5276968.0,398393.9553,0.7730346335,2017,0
1012,Norway,5234519.0,368827.1429,0.8827070158,2016,0
1013,Norway,5188607.0,385801.5501,0.8894871194,2015,0
1014,Norway,5137232.0,498410.0503,0.8623233536,2014,0
1015,Norway,5079623.0,522761.5319,0.8769293257,2013,0
1016,Norway,5018573.0,509506.3171,0.8822770478,2012,0
1017,Norway,4953088.0,498283.4385,0.9122843761,2011,0
1018,Norway,5379475.0,362198.3184,0.7055511594,2020,0
1019,Norway,4828726.0,386190.3853,0.9146025972,2009,0
1020,Norway,4768212.0,462250.0,0.8393090984,2008,0
1021,Norway,4709153.0,400937.1002,0.9059060661,2007,0
1022,Norway,4660677.0,345581.37,0.8584149028,2006,0
1023,Norway,4623291.0,308884.2841,0.8739757426,2005,0
1024,Norway,4591910.0,264511.6307,0.8006623164,2004,0
1025,Norway,4564855.0,228858.5068,0.7784350018,2003,0
1026,Norway,4538159.0,195524.1865,0.8120341077,2002,0
1027,Norway,4513751.0,173972.2188,1.0493796703,2001,0
1028,Norway,4889252.0,428757.0385,0.9513304391,2010,0
1029,Oman,2651028.0,60905.45254,-0.5318324642,2008,1
1030,Oman,2605700.0,42085.37945,-0.5933668815,2007,1
1031,Oman,2515192.0,31081.99168,-0.7535606867,2005,1
1032,Oman,2344253.0,19507.45254,-0.6627006294,2000,1
1033,Oman,2431600.0,21633.70819,-0.5614841297,2003,1
1034,Oman,2403659.0,20142.75605,-0.4611981662,2002,1
1035,Oman,2374653.0,19452.00052,-0.5263643388,2001,1
1036,Oman,2697537.0,48388.36359,-0.5658214348,2009,1
1037,Oman,2468855.0,24763.71287,-0.5406682654,2004,1
1038,Oman,2881914.0,64993.49805,-0.586237794,2010,1
1039,Oman,2560649.0,37215.77971,-0.7382368517,2006,1
1040,Oman,3535579.0,87408.84265,-0.5050368018,2012,1
1041,Oman,4543399.0,75909.39766,-0.2054639656,2020,1
1042,Oman,4602768.0,88060.85826,-0.2963153087,2019,1
1043,Oman,4601157.0,91505.85176,-0.2937454202,2018,1
1044,Oman,4541854.0,80856.69701,-0.1993647129,2017,1
1045,Oman,3206870.0,77497.52926,-0.5287988279,2011,1
1046,Oman,4191776.0,78710.79324,-0.1943369605,2015,1
1047,Oman,4009267.0,92699.08973,-0.2580694911,2014,1
1048,Oman,3816680.0,89936.02081,-0.3288070529,2013,1
1049,Oman,4398070.0,75128.73862,-0.210210145,2016,1
1050,Pakistan,219731479.0,356128.225,-0.754575622,2018,0
1051,Pakistan,216379655.0,339205.6158,-0.7691756884,2017,0
1052,Pakistan,213524840.0,313629.8589,-0.8386589267,2016,0
1053,Pakistan,210969298.0,270556.1317,-0.7968357876,2015,0
1054,Pakistan,208251628.0,244360.8888,-0.7145886237,2014,0
1055,Pakistan,205337562.0,231218.5672,-0.8126052609,2013,0
1056,Pakistan,202205861.0,224383.6208,-0.8245674606,2012,0
1057,Pakistan,198602738.0,213587.4132,-0.7783511774,2011,0
1058,Pakistan,190123222.0,168152.7753,-0.6942179402,2009,0
1059,Pakistan,185931955.0,170077.8141,-0.6491140407,2008,0
1060,Pakistan,181924521.0,152385.7163,-0.7477163068,2007,0
1061,Pakistan,154369924.0,82017.74342,-1.076559449,2000,0
1062,Pakistan,174372098.0,120055.292,-0.9923177782,2005,0
1063,Pakistan,170648620.0,107759.6839,-1.075355812,2004,0
1064,Pakistan,166876680.0,91760.54294,-1.1239279924,2003,0
1065,Pakistan,163262807.0,79904.98538,-1.1925665574,2002,0
1066,Pakistan,159217727.0,79484.40398,-1.1936456658,2001,0
1067,Pakistan,194454498.0,177165.6351,-0.7401895214,2010,0
1068,Pakistan,178069984.0,137264.0611,-0.8294494066,2006,0
1069,Pakistan,227196741.0,300425.6668,-0.6781479507,2020,0
1070,Pakistan,223293280.0,320909.4892,-0.686523003,2019,0
1071,Panama,3688674.0,34686.2243,0.2847480925,2011,1
1072,Panama,3305868.0,16374.3939,-0.2507444684,2005,1
1073,Panama,3368573.0,18141.6663,-0.0992516724,2006,1
1074,Panama,3431614.0,21295.9842,0.0256847981,2007,1
1075,Panama,3495276.0,25155.8886,0.2185983189,2008,1
1076,Panama,3559343.0,27116.6356,0.143632871,2009,1
1077,Panama,3623617.0,29440.2876,0.1744797933,2010,1
1078,Panama,3243311.0,15013.3817,-0.2180523317,2004,1
1079,Panama,3061024.0,12502.0134,-0.2659467626,2001,1
1080,Panama,3957099.0,54091.8,0.2415492914,2015,1
1081,Panama,3821556.0,45599.9,0.4208794938,2013,1
1082,Panama,3888793.0,49921.4,0.3485100032,2014,1
1083,Panama,3181608.0,13693.9812,-0.335504445,2003,1
1084,Panama,4026336.0,57907.7,0.1781280686,2016,1
1085,Panama,4096063.0,62202.7,0.2410813375,2017,1
1086,Panama,4165255.0,64929.4,0.1868540279,2018,1
1087,Panama,4232532.0,66984.4,0.1794040125,2019,1
1088,Panama,4294396.0,53977.0,0.2285152043,2020,1
1089,Panama,3001731.0,12304.115,-0.2179590878,2000,1
1090,Panama,3754862.0,40429.7,0.3681872969,2012,1
1091,Panama,3120990.0,12994.3104,-0.323341447,2002,1
1092,Papua New Guinea,8899169.0,20759.0691,-1.8745400777,2016,1
1093,Papua New Guinea,9542486.0,24751.34456,-1.6695401317,2019,1
1094,Papua New Guinea,5508297.0,3521.339699,-1.782337725,2000,1
1095,Papua New Guinea,5698489.0,3081.024212,-1.8752745121,2001,1
1096,Papua New Guinea,5892596.0,2999.51104,-1.7645296914,2002,1
1097,Papua New Guinea,6090980.0,3536.411824,-1.9883456776,2003,1
1098,Papua New Guinea,6293166.0,3927.157867,-2.0937840898,2004,1
1099,Papua New Guinea,6498818.0,4865.892972,-2.1520950945,2005,1
1100,Papua New Guinea,6708217.0,8355.006707,-2.0592128442,2006,1
1101,Papua New Guinea,6921066.0,9545.177014,-2.2710277673,2007,1
1102,Papua New Guinea,7137988.0,11670.84093,-2.2874421709,2008,1
1103,Papua New Guinea,7583269.0,14250.75523,-2.3297426445,2010,1
1104,Papua New Guinea,7806637.0,17984.9105,-1.8694512151,2011,1
1105,Papua New Guinea,8026545.0,21295.65924,-1.8482211438,2012,1
1106,Papua New Guinea,8245627.0,21261.43279,-1.7518700401,2013,1
1107,Papua New Guinea,8464153.0,23210.68254,-1.8506128499,2014,1
1108,Papua New Guinea,8682174.0,21723.53117,-1.7779300296,2015,1
1109,Papua New Guinea,9114796.0,22742.61355,-1.9803309087,2017,1
1110,Papua New Guinea,9329227.0,24109.50985,-2.00977946,2018,1
1111,Papua New Guinea,9749640.0,23848.2659,-1.7764357938,2020,1
1112,Papua New Guinea,7358890.0,11619.6378,-2.3433384922,2009,1
1113,Paraguay,6618695.0,35432.17807,-0.4216245041,2020,1
1114,Paraguay,6530026.0,37925.33833,-0.5439913876,2019,1
1115,Paraguay,6443328.0,40225.44834,-0.5617010098,2018,1
1116,Paraguay,6355404.0,38997.12947,-0.5330912334,2017,1
1117,Paraguay,6266615.0,36089.70022,-0.7325344841,2016,1
1118,Paraguay,6177950.0,36211.44784,-0.6386513722,2015,1
1119,Paraguay,6090721.0,40377.9293,-0.5207120679,2014,1
1120,Paraguay,5923322.0,33271.92114,-0.75053877,2012,1
1121,Paraguay,5843939.0,33756.23877,-0.8507941879,2011,1
1122,Paraguay,5768613.0,27260.88641,-0.8499637388,2010,1
1123,Paraguay,5702574.0,22355.15116,-0.7489851057,2009,1
1124,Paraguay,6005652.0,38501.12214,-0.593374261,2013,1
1125,Paraguay,5590145.0,17856.39324,-0.636600815,2007,1
1126,Paraguay,5534675.0,13429.43005,-0.7785295706,2006,1
1127,Paraguay,5476878.0,10737.50019,-0.6024882437,2005,1
1128,Paraguay,5416324.0,9624.440836,-0.4798555303,2004,1
1129,Paraguay,5353254.0,7691.367471,-0.5779584909,2003,1
1130,Paraguay,5286512.0,7196.260657,-0.6412190254,2002,1
1131,Paraguay,5211541.0,8495.806432,-0.623216713,2001,1
1132,Paraguay,5123819.0,8855.70514,-0.4272856114,2000,1
1133,Paraguay,5645148.0,24615.26766,-0.6741354649,2008,1
1134,Peru,30038809.0,201175.4691,-0.6198864803,2013,1
1135,Peru,30353951.0,200789.3625,-0.5159828111,2014,1
1136,Peru,30711863.0,189805.3008,-0.601447792,2015,1
1137,Peru,31132779.0,191895.9438,-0.6193300835,2016,1
1138,Peru,33304756.0,201705.0559,-0.6856256526,2020,1
1139,Peru,32203944.0,222597.2129,-0.6118732205,2018,1
1140,Peru,32824861.0,228323.495,-0.6223823474,2019,1
1141,Peru,29749589.0,192648.9991,-0.701910784,2012,1
1142,Peru,31605486.0,211007.2075,-0.638440716,2017,1
1143,Peru,29477721.0,171761.737,-0.8195477496,2011,1
1144,Peru,29229572.0,147528.937,-0.8244124597,2010,1
1145,Peru,29009326.0,120822.9865,-0.7622152441,2009,1
1146,Peru,27014909.0,52030.15878,-0.5426011888,2001,1
1147,Peru,27334503.0,54777.55352,-0.5047275037,2002,1
1148,Peru,27623341.0,58731.03012,-0.7527948465,2003,1
1149,Peru,27893911.0,66768.7035,-0.8893766263,2004,1
1150,Peru,26654439.0,51744.74913,-0.5355570133,2000,1
1151,Peru,28381078.0,88643.19306,-0.8671376462,2006,1
1152,Peru,28600387.0,102170.9811,-0.7255249806,2007,1
1153,Peru,28806185.0,120550.5998,-0.7262146085,2008,1
1154,Peru,28147267.0,76060.60606,-0.9211934576,2005,1
1155,Philippines,96337913.0,234216.9304,0.3701059621,2011,1
1156,Philippines,112190977.0,361751.1163,0.5648218585,2020,1
1157,Philippines,110380804.0,376823.2786,0.587556009,2019,1
1158,Philippines,108568836.0,346842.0942,0.6146021679,2018,1
1159,Philippines,106738501.0,328480.8671,0.5253821978,2017,1
1160,Philippines,104875266.0,318626.7615,0.3775850609,2016,1
1161,Philippines,101325201.0,297483.2471,0.3618973644,2014,1
1162,Philippines,99700107.0,283902.7283,0.3679510281,2013,1
1163,Philippines,98032317.0,261920.51,0.3545328098,2012,1
1164,Philippines,94636700.0,208368.7269,0.2298396442,2010,1
1165,Philippines,103031365.0,306446.1406,0.3514226261,2015,1
1166,Philippines,91252326.0,181624.5772,0.3025355254,2008,1
1167,Philippines,92946951.0,175974.7116,0.2014786992,2009,1
1168,Philippines,79626086.0,78921.23446,-0.4778408183,2001,1
1169,Philippines,81285572.0,84307.29197,-0.350186138,2002,1
1170,Philippines,82942837.0,87039.14597,-0.2733070603,2003,1
1171,Philippines,77958223.0,83669.69359,-0.5329976492,2000,1
1172,Philippines,86261250.0,107419.9617,-0.1884713914,2005,1
1173,Philippines,87901835.0,127652.8592,-0.1069908816,2006,1
1174,Philippines,89561377.0,155980.3783,0.0619669889,2007,1
1175,Philippines,84607501.0,95002.0285,-0.0920593024,2004,1
1176,Poland,38230364.0,199072.0588,0.6516556705,2002,0
1177,Poland,38151603.0,439737.5084,0.9856866986,2009,0
1178,Poland,38204570.0,217827.2608,0.667290124,2003,0
1179,Poland,38182222.0,255110.1815,0.7687907234,2004,0
1180,Poland,38165445.0,306144.3363,0.7891379573,2005,0
1181,Poland,38141267.0,344622.0031,0.8505074805,2006,0
1182,Poland,38120560.0,429028.5054,0.9350010948,2007,0
1183,Poland,38125759.0,533609.0819,0.9622838731,2008,0
1184,Poland,38042794.0,475696.6139,0.9802817912,2010,0
1185,Poland,37970087.0,470022.5728,1.0161383187,2016,0
1186,Poland,38063164.0,495236.9108,1.0020648459,2012,0
1187,Poland,38040196.0,515764.7282,1.019386231,2013,0
1188,Poland,38011735.0,539087.6526,1.0093469682,2014,0
1189,Poland,37974826.0,524645.8339,1.0514647811,2017,0
1190,Poland,37974750.0,588782.5678,1.0737600051,2018,0
1191,Poland,37965475.0,596054.5919,1.0616019634,2019,0
1192,Poland,37899070.0,599449.1884,1.041319905,2020,0
1193,Poland,38248076.0,190905.4935,0.6250339124,2001,0
1194,Poland,38063255.0,524382.6785,1.0150424982,2011,0
1195,Poland,38258629.0,172219.4611,0.5899653963,2000,0
1196,Poland,37986412.0,477111.288,1.0105232286,2015,0
1197,Portugal,10362722.0,121604.1072,0.22678622,2001,0
1198,Portugal,10289898.0,118605.1929,0.1800295378,2000,0
1199,Portugal,10419631.0,134795.5655,0.1695664173,2002,0
1200,Portugal,10458821.0,165226.1755,0.1574110234,2003,0
1201,Portugal,10483861.0,189382.1225,0.2456219427,2004,0
1202,Portugal,10503330.0,197253.8767,0.2487561176,2005,0
1203,Portugal,10522288.0,208756.4493,0.2678046848,2006,0
1204,Portugal,10558177.0,263416.3946,0.3721641614,2008,0
1205,Portugal,10568247.0,244667.7628,0.3778122532,2009,0
1206,Portugal,10573100.0,238113.0032,0.3621333686,2010,0
1207,Portugal,10542964.0,240496.1473,0.349515536,2007,0
1208,Portugal,10514844.0,216224.2406,0.3462817181,2012,0
1209,Portugal,10457295.0,226433.858,0.3934335558,2013,0
1210,Portugal,10401062.0,229901.9642,0.4186013592,2014,0
1211,Portugal,10358076.0,199394.0665,0.368195577,2015,0
1212,Portugal,10325452.0,206426.1523,0.3668447629,2016,0
1213,Portugal,10300300.0,221357.8747,0.4166218134,2017,0
1214,Portugal,10283822.0,242313.1166,0.4432398925,2018,0
1215,Portugal,10286263.0,239986.9226,0.4622442586,2019,0
1216,Portugal,10557560.0,245117.9902,0.3445660012,2011,0
1217,Portugal,10297081.0,229031.8605,0.466875043,2020,0
1218,Qatar,1713504.0,125122.3063,-0.0614407335,2010,1
1219,Qatar,713186.0,19363.73626,-0.7329248195,2002,1
1220,Qatar,2760385.0,144411.3633,-0.0465654555,2020,1
1221,Qatar,2807235.0,175837.551,-0.1210477374,2019,1
1222,Qatar,2766732.0,183334.9538,-0.1383851031,2018,1
1223,Qatar,2711755.0,161099.1222,-0.0640058453,2017,1
1224,Qatar,2595166.0,151732.1819,0.1093942539,2016,1
1225,Qatar,2414573.0,161739.9556,0.02427582,2015,1
1226,Qatar,2214465.0,206224.5986,0.0580349069,2014,1
1227,Qatar,2035501.0,198727.643,0.0895362961,2013,1
1228,Qatar,1905660.0,186833.5024,-0.1478250205,2012,1
1229,Qatar,1804171.0,167775.2686,0.068515661,2011,1
1230,Qatar,1610274.0,97798.35165,-0.2302975,2009,1
1231,Qatar,1444277.0,115270.0549,-0.2142438684,2008,1
1232,Qatar,1231893.0,79712.08791,-0.206885445,2007,1
1233,Qatar,1015060.0,60882.14286,-0.260098755,2006,1
1234,Qatar,848710.0,44530.49451,-0.2237769839,2005,1
1235,Qatar,777943.0,31734.06593,-0.5208294854,2004,1
1236,Qatar,748525.0,23533.79121,-0.7730434662,2003,1
1237,Qatar,678831.0,17538.46154,-0.9381288811,2001,1
1238,Qatar,645937.0,17759.89011,-1.2082020443,2000,1
1239,Romania,22131970.0,40394.82468,0.0729198043,2001,0
1240,Romania,20058035.0,179132.8931,0.6522047177,2012,0
1241,Romania,21574326.0,57806.50602,0.0365368529,2003,0
1242,Romania,19265250.0,251362.0405,1.0285805813,2020,0
1243,Romania,19371648.0,251019.2784,1.0145963086,2019,0
1244,Romania,19473970.0,243317.0794,0.9627529618,2018,0
1245,Romania,19588715.0,210146.7489,0.9239695346,2017,0
1246,Romania,19702267.0,185286.8546,0.8058229464,2016,0
1247,Romania,19815616.0,177882.4176,0.7974693764,2015,0
1248,Romania,21730496.0,46066.10195,0.0012736774,2002,0
1249,Romania,19908979.0,199712.2895,0.75400661,2014,0
1250,Romania,22442971.0,37253.25902,0.0695273677,2000,0
1251,Romania,20147528.0,192614.0852,0.7028414017,2011,0
1252,Romania,20246871.0,170029.359,0.6777689837,2010,0
1253,Romania,20367487.0,174103.6959,0.6882101662,2009,0
1254,Romania,20537875.0,214313.629,0.5795782172,2008,0
1255,Romania,20882982.0,174585.2028,0.4490438196,2007,0
1256,Romania,21193760.0,122022.9975,0.2925270655,2006,0
1257,Romania,19983693.0,189790.2281,0.7155055859,2013,0
1258,Romania,21319685.0,98452.79198,0.1651662629,2005,0
1259,Romania,21451748.0,74972.66906,0.1263274732,2004,0
1260,Saudi Arabia,35018133.0,816578.6745,0.768618368,2018,1
1261,Saudi Arabia,34193122.0,688586.0944,0.7411947802,2017,1
1262,Saudi Arabia,33416270.0,644935.682,0.7590293037,2016,1
1263,Saudi Arabia,32749848.0,654269.7396,0.8343752054,2015,1
1264,Saudi Arabia,32125564.0,756350.3473,0.7892288643,2014,1
1265,Saudi Arabia,31482498.0,746647.1274,0.8064214076,2013,1
1266,Saudi Arabia,30821543.0,735974.8433,0.6287069794,2012,1
1267,Saudi Arabia,35827362.0,803616.2648,0.8671860334,2019,1
1268,Saudi Arabia,30150945.0,671238.8401,0.509373844,2011,1
1269,Saudi Arabia,22085929.0,184137.4697,0.2126267238,2001,1
1270,Saudi Arabia,28483797.0,429097.8993,0.2093124789,2009,1
1271,Saudi Arabia,27437353.0,519796.7386,0.2004268799,2008,1
1272,Saudi Arabia,26400068.0,415964.5831,0.3555888361,2007,1
1273,Saudi Arabia,25382870.0,376900.1357,0.2324033444,2006,1
1274,Saudi Arabia,24397644.0,328459.7001,0.28418088,2005,1
1275,Saudi Arabia,23661808.0,258742.263,0.192363322,2004,1
1276,Saudi Arabia,23150847.0,215807.6553,0.1688637279,2003,1
1277,Saudi Arabia,22623415.0,189605.9202,0.1802195704,2002,1
1278,Saudi Arabia,35997107.0,703367.8412,0.8778457416,2020,1
1279,Saudi Arabia,21547390.0,189514.9262,0.0255578552,2000,1
1280,Saudi Arabia,29411929.0,528207.3326,0.4529363508,2010,1
1281,Singapore,5638676.0,376998.1465,1.7839387095,2018,1
1282,Singapore,5612253.0,343193.3522,1.7097074414,2017,1
1283,Singapore,5607283.0,318832.4285,1.6902286649,2016,1
1284,Singapore,5535002.0,308004.1461,1.6028554437,2015,1
1285,Singapore,5469724.0,314851.1562,1.5581834374,2014,1
1286,Singapore,5399162.0,307576.3606,1.6502531113,2013,1
1287,Singapore,5312437.0,295087.2209,1.699559774,2012,1
1288,Singapore,4138012.0,89794.94335,1.0166518983,2001,1
1289,Singapore,4175950.0,92537.75271,1.1047205577,2002,1
1290,Singapore,4987573.0,194152.286,1.5025781533,2009,1
1291,Singapore,4839396.0,193611.9867,1.4940981295,2008,1
1292,Singapore,4588599.0,180941.9415,1.4479711782,2007,1
1293,Singapore,4401365.0,148630.3732,1.3406048555,2006,1
1294,Singapore,4265762.0,127807.6184,1.4549408314,2005,1
1295,Singapore,4166664.0,115035.4988,1.4141695932,2004,1
1296,Singapore,4114826.0,97645.44828,1.1790345824,2003,1
1297,Singapore,5076732.0,239809.3876,1.5153958572,2010,1
1298,Singapore,5183688.0,279351.1687,1.6065714978,2011,1
1299,Singapore,4027887.0,96074.47796,0.8794063226,2000,1
1300,Singapore,5685807.0,345295.9339,1.8239169138,2020,1
1301,Singapore,5703569.0,375472.7313,1.716195411,2019,1
1302,Slovenia,1988925.0,20289.62764,1.0451551773,2000,0
1303,Slovenia,1994530.0,23489.89027,1.1337257354,2002,0
1304,Slovenia,2102419.0,53706.80004,1.4582307257,2020,0
1305,Slovenia,2088385.0,54331.58848,1.4554961946,2019,0
1306,Slovenia,2073894.0,54177.88243,1.4691720174,2018,0
1307,Slovenia,2066388.0,48589.10004,1.4971809612,2017,0
1308,Slovenia,2065042.0,44766.72279,1.4672363962,2016,0
1309,Slovenia,2063531.0,43107.50602,1.4130056551,2015,0
1310,Slovenia,2061980.0,49997.18644,1.4008324415,2014,0
1311,Slovenia,2059953.0,48415.65726,1.4301496573,2013,0
1312,Slovenia,1992060.0,20876.30997,1.1325875438,2001,0
1313,Slovenia,2057159.0,46577.79318,1.4079335359,2012,0
1314,Slovenia,2048583.0,48208.24023,1.3587950737,2010,0
1315,Slovenia,2039669.0,50567.73489,1.3736659889,2009,0
1316,Slovenia,2021316.0,55779.42774,1.3423540948,2008,0
1317,Slovenia,2018122.0,48067.40121,1.3181061286,2007,0
