1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country,Country ID
,,,,,,,,,-0.049751013,-0.031815323,-0.030938676,-0.108343396,-0.17367326,-0.126996128,-0.046653055,-0.034609231,-0.127362786,-0.22049937,-0.223645034,-0.159809777,-0.172905118,-0.141755359,-0.017181584,Moldavia,eumda
,,,,,,,,,-1.157359563,-1.105808609,-0.981973509,-0.906146292,-1.037625818,-0.814925772,-0.915396831,-0.940833089,-0.963339637,-0.818447337,-0.8755325,-0.957957406,-1.061322863,-1.206634881,-1.226788366,Mongolia,asmng
,,,,,,-0.867394332,-0.829889992,-0.987991747,-1.016946197,-1.144542186,-0.958682383,-1.051487474,-1.063710993,-1.191569862,-1.027689122,-1.165910059,-1.090635081,-1.232979288,-1.297777391,-1.275482077,-1.240522393,-1.248504679,-1.364042877,Mozambique,afmoz
,,,,-0.337531598,-0.324356996,-0.411638114,-0.45344851,-0.494697357,-0.561585269,-0.520409126,-0.50960803,-0.395909243,-0.579318714,-0.495762859,-0.502284149,-0.23928882,-0.260122461,-0.38860313,-0.586659206,-0.599938605,-0.659020152,-0.717949745,-0.768854911,Namibia,afnam
,,,,,,,,-1.026325136,-0.835828486,-0.928159285,-0.98202659,-1.087518143,-1.136400267,-1.172135344,-1.142089753,-1.086034234,-1.153132869,-1.267536858,-1.174321172,-1.154485969,-1.030174659,-1.072170524,-1.025332407,Nicaragua,nanic
,,,,,,,,,,,,,,,-0.94863898,-0.797264411,-0.798280222,,-0.753544149,-0.609788479,-0.594195477,-0.713520702,-0.615483913,Níger,afner
-2.280012419,-2.044196928,-2.44086692,-2.337701685,-1.658399543,-1.490918927,-1.613348439,-1.94466463,-1.815145308,-1.889815201,-1.713145887,-1.665108308,-1.758581756,-1.755178181,-1.598581745,-1.387076477,-1.378534964,-1.458087716,-1.317789376,-1.749889689,-1.828962304,-1.643277977,-1.666938348,-1.563898821,Nigeria,afnga
1.089449081,1.003643551,0.95706695,1.04937967,0.812034108,0.778435002,0.800662316,0.873975743,0.858414903,0.905906066,0.839309098,0.914602597,0.951330439,0.912284376,0.882277048,0.876929326,0.862323354,0.889487119,0.882707016,0.773034634,0.699857524,0.683544828,0.705551159,0.693637701,Noruega,eunor
0.806967215,0.733615142,0.635648442,0.72047993,0.670138047,0.620000165,0.543081854,0.572437992,0.576950991,0.577016576,0.537462017,0.477914636,0.423484065,0.444626729,0.497110515,0.538710989,0.539921657,0.501206956,0.448636808,0.368890035,0.37498473,0.420617386,0.445994323,0.460298456,Nueva Zelandia,ocnzl
-0.905533169,-0.836273093,-0.662700629,-0.526364339,-0.461198166,-0.56148413,-0.540668265,-0.753560687,-0.738236852,-0.593366882,-0.531832464,-0.565821435,-0.586237794,-0.528798828,-0.505036802,-0.328807053,-0.258069491,-0.194336961,-0.210210145,-0.199364713,-0.29374542,-0.296315309,-0.205463966,-0.197629439,Omán,asomn
1.257417347,1.203031489,1.236727821,1.318942265,1.301524181,1.300587097,1.293057937,1.227907231,1.212127203,1.262837978,1.258322792,1.16231467,1.176014349,1.200349386,1.216655865,1.224086346,1.181139008,1.177969576,1.199008486,1.181554581,1.150391066,1.119021625,1.113168127,1.092904076,Países Bajos,eunld
-1.490757924,-1.226123876,-1.076559449,-1.193645666,-1.192566557,-1.123927992,-1.075355812,-0.992317778,-0.829449407,-0.747716307,-0.649114041,-0.69421794,-0.740189521,-0.778351177,-0.824567461,-0.812605261,-0.714588624,-0.796835788,-0.838658927,-0.769175688,-0.754575622,-0.686523003,-0.678147951,-0.553059396,Pakistán,aspak
-0.506395478,-0.32370308,-0.217959088,-0.265946763,-0.323341447,-0.335504445,-0.218052332,-0.250744468,-0.099251672,0.025684798,0.218598319,0.143632871,0.174479793,0.284748093,0.368187297,0.420879494,0.348510003,0.241549291,0.178128069,0.241081338,0.186854028,0.179404013,0.228515204,0.309510982,Panamá,napan
,-1.77336345,-1.782337725,-1.875274512,-1.764529691,-1.988345678,-2.09378409,-2.152095095,-2.059212844,-2.271027767,-2.287442171,-2.343338492,-2.329742645,-1.869451215,-1.848221144,-1.75187004,-1.85061285,-1.77793003,-1.874540078,-1.980330909,-2.00977946,-1.669540132,-1.776435794,-1.836633195,Papua Nueva Guinea,ocpng
,,-0.427285611,-0.623216713,-0.641219025,-0.577958491,-0.47985553,-0.602488244,-0.778529571,-0.636600815,-0.674135465,-0.748985106,-0.849963739,-0.850794188,-0.75053877,-0.593374261,-0.520712068,-0.638651372,-0.732534484,-0.533091233,-0.56170101,-0.543991388,-0.421624504,-0.381542304,Paraguay,sapry
-0.493139911,-0.509850852,-0.535557013,-0.542601189,-0.504727504,-0.752794847,-0.889376626,-0.921193458,-0.867137646,-0.725524981,-0.726214609,-0.762215244,-0.82441246,-0.81954775,-0.701910784,-0.61988648,-0.515982811,-0.601447792,-0.619330084,-0.638440716,-0.611873221,-0.622382347,-0.685625653,-0.631489065,Perú,saper
0.516777155,0.539773322,0.589965396,0.625033912,0.651655671,0.667290124,0.768790723,0.789137957,0.850507481,0.935001095,0.962283873,0.985686699,0.980281791,1.015042498,1.002064846,1.019386231,1.009346968,1.010523229,1.016138319,1.051464781,1.073760005,1.061601963,1.041319905,1.005064338,Polonia,eupol
-0.040205054,0.084279016,0.180029538,0.22678622,0.169566417,0.157411023,0.245621943,0.248756118,0.267804685,0.349515536,0.372164161,0.377812253,0.362133369,0.344566001,0.346281718,0.393433556,0.418601359,0.368195577,0.366844763,0.416621813,0.443239893,0.462244259,0.466875043,0.556446024,Portugal,euprt
1.634490656,1.579085579,1.641421452,1.743537163,1.719688532,1.73628752,1.735224368,1.700925219,1.595669463,1.51710955,1.553746227,1.566430469,1.591434118,1.586046169,1.609234264,1.564284174,1.506798286,1.524841168,1.516100804,1.463978259,1.461875913,1.44429906,1.422833811,1.434350868,Reino Unido,eugbr
-1.07980487,-0.783306075,-0.612142092,-0.586336923,-0.587418411,-0.546035837,-0.482856458,-0.533109263,-0.448540532,-0.340271131,-0.257062512,-0.23363309,-0.237404197,-0.189149345,-0.277446527,-0.244880785,-0.1839838,-0.219616277,-0.266590712,-0.216499127,-0.225535598,-0.11675952,-0.145911172,-0.004349626,República Dominicana,nadom
0.043465637,-0.006264079,0.069527368,0.072919804,0.001273677,0.036536853,0.126327473,0.165166263,0.292527066,0.44904382,0.579578217,0.688210166,0.677768984,0.702841402,0.652204718,0.715505586,0.75400661,0.797469376,0.805822946,0.923969535,0.962752962,1.014596309,1.028580581,1.069815946,Rumania,eurou
0.746844653,0.618636742,0.628643971,0.700878894,0.657076019,0.633917208,0.567217646,0.751702749,0.775090916,0.73777135,0.695571321,0.740996318,0.781881199,0.719134047,0.710210095,0.758647534,0.60757405,0.518295427,0.488392597,0.457180884,0.469741826,0.484018247,0.490598009,0.464248512,Rusia,eurus
,,,,,,,,,-0.102952726,-0.241515294,-0.365843405,-0.455966004,-0.491357555,-0.537578777,-0.448769113,-0.373540001,-0.411693691,-0.509382811,-0.492184556,-0.588326085,-0.682597113,-0.696585629,-0.591334086,Senegal,afsen
,,,,,,,,0.557724367,0.573660538,0.583862618,0.567220027,0.565434149,0.563965808,0.529509281,0.606447852,0.612984204,0.562063363,0.567593877,0.607446324,0.654222338,0.664220315,0.67893426,0.738309569,Serbia,eusrb
,,,,,,,,,,,,,,,,-0.638408349,,,,,,,,Sierra Leona,afsle
0.56496255,0.723007323,0.879406323,1.016651898,1.104720558,1.179034582,1.414169593,1.454940831,1.340604856,1.447971178,1.49409813,1.502578153,1.515395857,1.606571498,1.699559774,1.650253111,1.558183437,1.602855444,1.690228665,1.709707441,1.78393871,1.716195411,1.823916914,1.736690068,Singapur,assgp
-1.325522244,-1.077874976,-0.999465048,-0.938633494,-0.871571889,-0.851892005,-0.666652969,-0.685856198,-0.543063468,-0.457205236,-0.457374127,-0.430841362,-0.383380343,-0.3837477,-0.378013201,-0.363154438,0.007629788,,,,,,,,Siria,assyr
-1.472659765,-1.219771728,-1.033184797,-1.048723668,-1.078409041,-1.055106192,-0.945537839,-0.927570483,-0.767958727,-0.632315962,-0.601055402,-0.672677493,-0.764466103,-0.75363068,-0.765485017,-0.759875992,-0.635682398,-0.654029839,-0.722262385,-0.624044419,-0.635490438,-0.49464427,-0.487685211,-0.393715279,Sri Lanka,aslka
0.557779044,0.370642624,0.426636764,0.391210941,0.413910414,0.392808391,0.362887487,0.475760703,0.434195815,0.431951164,0.422618474,0.338803357,0.366025435,0.35278725,0.321852295,0.312308074,0.398009216,0.30981404,0.241209164,0.188941664,0.124860886,0.184400778,0.072371467,0.097598949,Sudáfrica,afzaf
,,,-0.918358516,-0.829344973,-0.828042626,-0.835472772,-1.262223192,-1.68348791,-1.762058341,-1.900441587,-2.060418105,-1.965069123,-2.183855504,-1.647257912,-1.402089776,-1.444328195,-1.382759072,-1.381707144,-1.438250813,-1.433864083,-1.434212203,-1.311212949,-1.334586666,Sudán,afsdn
,,,,,,,,,,,,,,,,-2.940097642,-2.924535603,-2.115556464,-2.159087154,-2.12042781,-2.20315619,,,Sudán del Sur,afssd
1.775182157,1.673274936,1.697311758,1.785834673,1.818591085,1.774862526,1.795896245,1.73559917,1.718532401,1.677275924,1.68383245,1.706376276,1.667965261,1.702193416,1.709242396,1.70769017,1.67948924,1.679360922,1.644250651,1.617661378,1.601366425,1.588827398,1.596517604,1.535557017,Suecia,euswe
1.73814019,1.714921359,1.757054937,1.816733248,1.884463157,1.884793873,1.880859796,1.800399406,1.786434325,1.778223737,1.789295805,1.82508861,1.847064142,1.944840332,2.020624215,1.997668555,1.919013403,1.98910111,2.04839362,2.073110367,2.053206391,2.004722817,2.003071427,1.93999785,Suiza,euche
-0.586063886,-0.324962862,-0.173119553,-0.12380106,-0.062382744,-0.022954789,0.228749328,0.24862501,0.345509545,0.455784108,0.546612512,0.500834379,0.472423654,0.599665556,0.606843375,0.726231597,0.783122325,0.858398732,0.89493941,0.896835599,0.932790022,0.934531401,0.905680503,0.967127851,Tailandia,astha
,,,,,,-1.196463663,-1.0504154,-0.918743084,-0.75654164,-0.728335806,-0.724456232,-0.872684526,-0.85269795,-0.821219333,-0.804095012,-0.76464496,-0.949288577,-1.016313434,-1.053882844,-0.55586672,-0.591382772,-0.639138486,-1.093479095,Tanzania,aftza
,,,,,,,,,,,,,,,,,,,,,,,-0.689627589,Tayikistán,astjk
,,,,,,,,,,,-0.866576597,-0.801203592,-0.734481628,-0.856567698,-0.719053737,-0.588192764,-0.518358526,-0.562720424,-0.703767245,-0.752782859,-0.860035719,-0.88165559,-0.807391579,Togo,aftgo
-0.983957278,-0.704802711,-0.506936243,-0.400541069,-0.361003258,-0.383775291,-0.313619113,-0.309058239,-0.283024149,-0.186275965,-0.141726446,-0.102947955,-0.103950513,-0.062422866,-0.081108371,-0.048851715,0.013435922,-0.03437213,-0.036341255,0.03541271,0.057038106,0.114437607,0.097680433,0.218690906,Túnez,aftun
,,,-1.295217499,-1.034401368,-1.250283848,-1.298547169,-1.227047189,-1.293609623,-1.264228528,-1.362323495,-1.145758804,-1.001857378,-0.961125439,-1.260478107,-1.491091802,-1.128196494,-1.146419618,-0.868887385,-0.8264363,-0.840311448,-0.824612546,-0.564724714,-0.549500275,Turkmenistán,astkm
-0.165454829,-0.044232173,0.036236166,0.014827097,-0.013153017,-0.053922619,0.022275452,0.017862764,0.162168984,0.251259208,0.301681629,0.324977055,0.286284745,0.338102311,0.336613177,0.400029733,0.451820274,0.379254389,0.379919795,0.465911935,0.512613205,0.58163798,0.597472882,0.607041288,Turquía,astur
0.667250806,0.552207129,0.576569358,0.611675608,0.590379055,0.584865786,0.652203468,0.667864099,0.670775406,0.653082662,0.698636495,0.670905473,0.674859897,0.694966204,0.657592323,0.712040869,0.679913753,0.617292585,0.534497282,0.52783371,0.528088336,0.506345149,0.515214048,0.489087147,Ucrania,euukr
,,,,,,,,,,-0.526845699,-0.568947392,-0.548539924,-0.600910193,-0.56312398,-0.498229062,-0.291492343,-0.312297977,-0.416316499,-0.572189878,-0.683588498,-0.798364402,-0.988629132,-0.92334583,Uganda,afuga
0.307019412,0.345597385,0.31810292,0.348802405,0.298699071,0.147537474,0.175990679,0.268667591,0.214924164,0.130603281,0.061765166,0.095645391,0.058965372,0.049116979,0.07755006,0.192449918,0.167795495,0.195384056,0.171265544,0.220078291,0.077529446,0.008906229,-0.004141137,0.103877073,Uruguay,saury
-0.147632507,-0.156654525,-0.207129225,-0.318983456,-0.349797092,-0.493238556,-0.66196352,-0.642989663,-0.603445367,-0.594777183,-0.699261894,-0.686811314,-0.749941753,-0.664533019,-0.618300249,-0.681862872,-0.580300146,-0.591950274,-0.628107191,-0.533067672,-0.49243611,-0.501319812,-0.55313434,-0.376684279,Uzbekistán,asuzb
0.112790239,-0.071713768,-0.074258135,-0.146833229,-0.079176467,-0.158387707,-0.169450716,-0.135408564,-0.12238248,-0.054301552,-0.146748968,-0.107327724,-0.060960845,-0.173768587,-0.36187082,-0.218510737,-0.449032171,-0.413181446,-0.608744936,-0.611464695,-0.644269496,-0.906996113,-1.096953209,-1.079595964,Venezuela,saven
-1.482319839,-1.172608314,-0.93049411,-0.874626511,-0.854046135,-0.888783498,-0.748169056,-0.726920923,-0.555189377,-0.398216142,-0.298134399,-0.33979411,-0.375150515,-0.27179045,-0.260769286,-0.240476883,-0.198815921,-0.27349406,-0.24871531,-0.154881261,-0.087532464,-0.042570425,-0.030933093,0.10365645,Vietnam,asvnm
,,-1.694286386,-1.626485962,-1.485146746,-1.663390237,-1.459779115,-1.205577904,-1.128127861,-1.066897763,-1.107636454,-1.101650021,-0.969323572,-0.941631881,-1.117387254,-1.03147926,-0.893230636,-0.733990645,-0.738055085,-1.006496546,-1.327073473,-1.299529344,-1.207107538,-1.147292365,Yemen,asyem
,,,,,,-0.968644886,-1.001682972,-0.79381074,-0.782975902,-0.682257888,-0.656557582,-0.571663988,-0.684021349,-0.539472953,-0.325024892,-0.291707641,-0.349876594,-0.660379127,-0.67443894,-0.818802358,-0.778746664,-0.717045829,-0.73637036,Zambia,afzmb
-0.27863321,-0.319587543,-0.288579184,-0.393782969,-0.34238764,-0.345813647,-0.344337989,-0.325981757,-0.265127734,-0.231089301,-0.233605019,-0.38177078,-0.441425219,-0.707039512,-0.837339568,-0.781116217,-0.641375566,-0.687593682,-0.756969684,-0.782291534,-0.826598859,-0.798136741,-0.893569102,-0.782786997,Zimbabue,afzwe
